goal_x,goal_y,episodes,success_rate,collision_rate,reward_mean,reward_median,steps_mean,dist_mean
-0.7,-0.5,507,0.4280078895463511,0.571992110453649,-37.8686938478713,-201.7202216507375,2.725838264299803,0.6927107937772514
0.0,0.5,1080,0.009259259259259259,0.9907407407407407,-195.9020691726716,-191.97609376430265,3.8074074074074074,1.4997315940331228
1.0,-0.5,3182,0.0,1.0,-193.25086200022463,-185.85299890262823,3.687617850408548,1.6231623911641095
1.7,0.5,1231,0.0,1.0,-187.07272872351388,-185.2698648884135,3.2339561332250204,2.28603150064253
