episode,reward,success,collision,steps,goal_x,goal_y,dist,min_scan,r_progress,r_time,r_collision_avoid,r_yaw,r_terminal,epsilon
1,-245.53166512686857,0,1,19,-0.7,-0.5,0.487087201422988,0.19,32.082442567184216,-0.38000000000000006,-6.403664062024645,0.9703584111196633,-300.0,0.8980896499497355
2,-245.58387781647926,0,1,18,-0.7,-0.5,0.47858362737427673,0.19,31.620173279408213,-0.36000000000000004,-3.772759776604775,0.45558883682900686,-300.0,0.896183593355135
3,-243.0841618182701,0,1,21,-0.7,-0.5,0.49716648592454143,0.13,31.214210283801606,-0.4200000000000001,-6.010876583659484,1.0814052880790792,-300.0,0.8939652742402163
4,-309.1419939280778,0,1,38,-0.7,-0.5,1.6595100073506477,0.15,16.244393662666255,-0.7600000000000003,-16.63985180605495,-1.1141062872527616,-300.0,0.8899659451138197
5,-232.50605047311208,0,1,33,-0.7,-0.5,0.4773391583733962,0.12,32.92623922541923,-0.6600000000000003,-10.713642335504968,-0.3350902929320534,-300.0,0.8865082220469924
6,-259.012145321124,0,1,18,-0.7,-0.5,0.6611999792052122,0.13,25.23839906648197,-0.36000000000000004,-5.828293784707396,-0.28873440444573895,-300.0,0.8846281943716581
7,379.5593585973577,1,0,28,-0.7,-0.5,0.20919237330551937,0.36,43.15330311936226,-0.5600000000000002,-8.169569156705988,0.7358001652183046,300.0,0.8817121018301487
8,-261.3155021186999,0,1,25,-0.7,-0.5,0.7173554179886663,0.12,22.258082530324067,-0.5000000000000001,-8.77656037458184,0.4359247396124759,-300.0,0.879117058379173
9,-265.6941033636803,0,1,20,-0.7,-0.5,0.8013139305467334,0.12,19.513401759605543,-0.4000000000000001,-6.017374256099422,-0.027100750072197144,-300.0,0.8770468545662223
10,-228.71098220846395,0,1,35,-0.7,-0.5,0.49757001893015756,0.13,35.88767061367939,-0.7000000000000003,-14.308355758652642,-1.101749886516433,-300.0,0.8734364281441098
11,374.60112885576996,1,0,22,-0.7,-0.5,0.2213410019098123,0.38,42.20112678205881,-0.4400000000000001,-5.937789198622965,0.8244351463846213,300.0,0.8711750887335178
12,-260.49176468776005,0,1,18,-0.7,-0.5,0.6946595902880259,0.16,23.334557741512032,-0.36000000000000004,-4.601832123000131,0.14386345278799162,-300.0,0.8693295218252377
13,-271.0584818654667,0,1,10,-0.7,-0.5,0.8003264928562154,0.17,19.20237549296836,-0.19999999999999998,-2.104014223357315,0.48848507499945604,-300.0,0.8683059997575197
14,-248.6452338100441,0,1,17,-0.7,-0.5,0.5361234750474722,0.18,29.49299989913863,-0.34,-4.5511169196291545,1.2739292840287706,-300.0,0.8665689457815414
15,-270.9464979829062,0,1,23,-0.7,-0.5,0.9261495568413136,0.16,16.293800337563162,-0.46000000000000013,-6.397765949946921,-0.22850354743378665,-300.0,0.8642246815569761
16,-240.20360385621407,0,1,25,-0.7,-0.5,0.46838558833586563,0.15,32.78557226634398,-0.5000000000000001,-10.106249121065497,1.460015958630311,-300.0,0.8616842009954361
17,-263.340051955586,0,1,16,-0.7,-0.5,0.6128497038707896,0.12,27.007007728626036,-0.32,-6.679960649825457,-0.05302358984111066,-300.0,0.8600624548801424
18,-317.919596824847,0,1,42,-0.7,-0.5,2.2928581582472347,0.14,13.560341478998582,-0.8400000000000004,-10.483292611968738,-1.756718836638901,-300.0,0.8558207711544145
19,-273.9990596394922,0,1,12,-0.7,-0.5,0.8964456940575549,0.12,16.69874547947462,-0.23999999999999996,-2.796843857765022,-0.5026663472028314,-300.0,0.8546129460929462
20,-273.81701218113585,0,1,9,-0.7,-0.5,0.786128599683076,0.19,19.318825352263133,-0.18,-2.2446018688143594,-0.2588572183932043,-300.0,0.8537082655068369
21,-252.68093116129322,0,1,19,-0.7,-0.5,0.652241776259597,0.18,25.43132454600712,-0.38000000000000006,-4.136375742256767,0.9103019459947834,-300.0,0.8518017232913131
22,-252.16011381244562,0,1,12,-0.7,-0.5,0.4537025639682473,0.12,32.955357837334944,-0.23999999999999996,-3.014039507613391,0.8651728747799341,-300.0,0.8505999222824705
23,-241.64873853781393,0,1,14,-0.7,-0.5,0.27883375539835,0.19,40.41062422635572,-0.27999999999999997,-4.292917451458072,0.9965809513671284,-300.0,0.8492000976223006
24,361.89078705413004,1,0,13,-0.7,-0.5,0.24188256214316506,0.28,41.04848285961542,-0.25999999999999995,-2.8424902176495186,1.294677178468708,300.0,0.8479024520862122
25,-283.1504545813943,0,1,23,-0.7,-0.5,0.9561736740106055,0.18,14.02595892305516,-0.46000000000000013,-8.69957694869185,-0.1311519585213312,-300.0,0.8456117769597801
26,-302.0411490357242,0,1,23,-0.7,-0.5,1.5807479035880243,0.13,8.755785524618283,-0.46000000000000013,-9.059282048176573,-0.8612978844172714,-300.0,0.8433276780664717
27,-313.7027227850051,0,1,35,-0.7,-0.5,1.5449627927455658,0.18,17.544602153870144,-0.7000000000000003,-15.559681612502795,-1.7005841425829868,-300.0,0.8398644508085835
28,-261.47233426210687,0,1,47,-0.7,-0.5,0.775867263917028,0.12,38.91919076558316,-0.9400000000000005,-23.38244854236275,-0.6284263361325242,-300.0,0.8352376018371445
29,-270.66642543009107,0,1,16,-0.7,-0.5,0.8030706511208242,0.18,19.63188882794975,-0.32,-5.049296150055833,-0.4161533299607867,-300.0,0.8336686960622136
30,-267.04391164613924,0,1,12,-0.7,-0.5,0.7237158361523095,0.12,22.194157992803746,-0.23999999999999996,-3.10582346650739,0.36345602493339535,-300.0,0.8324940742047551
31,-257.72039498432986,0,1,13,-0.7,-0.5,0.6056332993312312,0.17,26.877753410535128,-0.25999999999999995,-3.9265915600165346,1.5147769746280584,-300.0,0.8312235539114912
32,-264.7477891592301,0,1,25,-0.7,-0.5,0.6666149615997592,0.14,24.099503204321024,-0.5000000000000001,-9.478650522271835,-0.15532164039818364,-300.0,0.828786040903246
33,-247.74084083775017,0,1,21,-0.7,-0.5,0.6068976363749115,0.17,26.84827864468443,-0.4200000000000001,-5.792513040494445,1.2099590155446753,-300.0,0.8267444083609303
34,-238.58298795001102,0,1,27,-0.7,-0.5,0.41885446789240005,0.19,37.40862635329319,-0.5400000000000001,-10.000480144655107,-0.8935964957372553,-300.0,0.8241273148122693
35,-295.41364730657887,0,1,27,-0.7,-0.5,1.5823888910277113,0.14,12.893793103427758,-0.5400000000000001,-9.83167745891354,-0.8817542064138197,-300.0,0.8215190390659237
36,371.0686366379337,1,0,19,-0.7,-0.5,0.23485561840402222,0.34,42.171701272284814,-0.38000000000000006,-4.488420693392272,1.310413927534463,300.0,0.8196888555513471
37,-268.59358401562764,0,1,25,-0.7,-0.5,0.8319421363657763,0.15,18.28374530498048,-0.5000000000000001,-6.897330541703683,0.24213054626011532,-300.0,0.8172873322123307
38,-260.9069587948729,0,1,14,-0.7,-0.5,0.720219111462805,0.12,22.732864807975808,-0.27999999999999997,-2.3807589475472795,-0.18073131275804588,-300.0,0.815945753604623
