goal_x,goal_y,episodes,success_rate,collision_rate,reward_mean,reward_median,steps_mean,dist_mean
-0.7,-0.5,4836,0.4400330851943755,0.5599669148056244,-34.77674455197039,-203.488237913867,2.2681968569065343,0.7190875676866874
0.0,0.5,244,0.0,1.0,-202.39022179051403,-196.397495051417,2.987704918032787,1.5626958173222967
1.0,-0.5,351,0.0,1.0,-197.10464461127538,-186.6912316571212,3.051282051282051,1.8998642821847973
1.7,0.5,569,0.0,1.0,-199.72867398096807,-192.29243340564528,3.110720562390158,2.9014470158188335
