goal_x,goal_y,episodes,success_rate,collision_rate,reward_mean,reward_median,steps_mean,dist_mean
-0.7,-0.5,180,0.1111111111111111,0.8888888888888888,69.96555422606387,72.14605027067147,18.894444444444446,0.6859342344619339
0.0,0.5,1820,0.0032967032967032967,0.9967032967032967,-24.001966053178542,25.544026439248633,28.161538461538463,1.7194516717607369
