episode,reward,success,collision,steps,goal_x,goal_y,dist,min_scan,r_progress,r_time,r_collision_avoid,r_yaw,r_terminal,epsilon
1,-202.22835051715188,0,1,1,0.0,0.5,1.0684648439789044,0.023333333333333334,0.0,-0.01,-2.288367891693847,0.07001737454196133,-200.0,0.9
2,-212.40406654123848,0,1,2,1.0,-0.5,3.359334802483332,0.02,-10.0,-0.02,-1.790716546637708,-0.4647759788753414,-200.0,0.8998666777771606
3,-202.17990962784498,0,1,1,0.0,0.5,1.0636671674810974,0.021666666666666667,0.0,-0.01,-2.247573775435088,0.07766414759011278,-200.0,0.8998000249979169
4,-201.742077363661,0,1,1,1.0,-0.5,1.1406981884669034,0.023333333333333334,0.0,-0.01,-2.231233205562363,0.4991558419013805,-200.0,0.8997333777728399
5,-212.34233687653767,0,1,2,1.0,-0.5,3.329677051816639,0.023333333333333334,-10.0,-0.02,-1.7925339961134492,-0.4682111147456958,-200.0,0.8996000999833355
6,-202.2272605831847,0,1,1,0.0,0.5,1.0668134375251666,0.02666666666666667,0.0,-0.01,-2.270423050839158,0.053162467654457625,-200.0,0.8995334694179823
7,-202.19508259947003,0,1,1,0.0,0.5,1.0464589990300568,0.02,0.0,-0.01,-2.263752797706357,0.0786701982363196,-200.0,0.8994668444049448
8,-201.761029484291,0,1,1,1.0,-0.5,1.1402420747461601,0.021666666666666667,0.0,-0.01,-2.2506728233584328,0.4996433390674326,-200.0,0.8994002249437606
9,-201.75042141615697,0,1,1,1.0,-0.5,1.139977772505768,0.024999999999999998,0.0,-0.01,-2.240403932914604,0.4999825167576288,-200.0,0.8993336110339667
10,-231.72363711438499,0,1,4,1.0,-0.5,3.689750605725239,0.023333333333333334,-28.002814382310213,-0.04,-3.2594452262735834,-0.42044128223928073,-200.0,0.8990672108994445
11,-186.50287137646623,0,1,5,1.0,-0.5,2.232848219941954,0.021666666666666667,19.715679425692798,-0.05,-6.393844803663226,0.22730153995045718,-200.0,0.8987343355820767
12,-201.74751019512416,0,1,1,1.0,-0.5,1.1413506444454868,0.02,0.0,-0.01,-2.2372975514454208,0.4997873563212613,-200.0,0.898667777160751
13,-201.7398214711144,0,1,1,1.0,-0.5,1.1413611095752714,0.023333333333333334,0.0,-0.01,-2.229666238255094,0.4998447671406873,-200.0,0.8986012242857292
14,-201.78211692410636,0,1,1,1.0,-0.5,1.1402249226812853,0.024999999999999998,0.0,-0.01,-2.271776788913939,0.49965986480758456,-200.0,0.8985346769565493
15,-181.44079179201333,0,1,6,1.0,-0.5,2.6823382662279425,0.02,22.4799340293945,-0.060000000000000005,-4.219342841787208,0.41776982467309093,-200.0,0.8981355094182716
16,-212.79851512525704,0,1,2,0.0,0.5,2.7846312277639584,0.023333333333333334,-10.0,-0.02,-1.785520314908417,-0.49364403141431085,-200.0,0.898002497917968
17,-197.234697672316,0,1,6,1.0,-0.5,3.628408941991333,0.021666666666666667,10.0,-0.060000000000000005,-5.446417144565712,-0.49663304974819245,-200.0,0.8976035964026984
18,-202.18908041251282,0,1,1,0.0,0.5,1.0765832358557383,0.021666666666666667,0.0,-0.01,-2.2579100803541814,0.07882966784135334,-200.0,0.8975371322057115
19,-204.66042011237684,0,1,3,0.0,0.5,2.765030903538965,0.021666666666666667,0.0,-0.03,-3.637523404694103,-0.497610349622222,-200.0,0.8973377728436186
20,-181.8698965900968,0,1,5,1.0,-0.5,2.335108620144812,0.023333333333333334,20.0,-0.05,-2.2237877703281868,0.48549932978317206,-200.0,0.8970056179753368
21,-212.76530026278968,0,1,2,0.0,0.5,2.7538272354721998,0.021666666666666667,-10.0,-0.02,-1.7941929194764168,-0.49930175003910104,-200.0,0.8968727947745818
22,-202.18070502135373,0,1,1,0.0,0.5,1.062605800337654,0.023333333333333334,0.0,-0.01,-2.2460618595577886,0.07535683820405421,-200.0,0.8968063914751933
23,-202.18445866410661,0,1,1,0.0,0.5,1.082876208378925,0.02666666666666667,0.0,-0.01,-2.2428401490504077,0.06838148494378922,-200.0,0.8967399937091822
24,-205.16125109889157,0,1,6,1.0,-0.5,2.2909447826749285,0.024999999999999998,-2.1173769420439825,-0.060000000000000005,-3.8077894579565634,0.3493658608538249,-200.0,0.8963417232882301
25,-201.71261659523762,0,1,1,1.0,-0.5,1.1432598738195487,0.023333333333333334,0.0,-0.01,-2.2011314782727798,0.4985148830351573,-200.0,0.8962753642429548
26,-202.1470631639321,0,1,1,0.0,0.5,1.0098918662674194,0.023333333333333334,0.0,-0.01,-2.2058362548118384,0.06877309087972727,-200.0,0.8962090107273695
