episode,reward,success,collision,steps,goal_x,goal_y,dist,min_scan,r_progress,r_time,r_smooth,r_collision_avoid,r_terminal,epsilon
1,-142.53597115973776,0,1,39,-2.0,-1.5,1.136640129454292,0.19,-2.733971159737738,-1.950000000000001,-24.699999999999996,-13.152000000000003,-100.0,0.8935644859297117
2,142.200158243884,1,0,34,-1.0,-0.5,0.23748786488158496,0.41,15.116158243884009,-1.7000000000000008,-20.999999999999996,-0.21600000000000008,150.0,0.8878477065040765
3,-164.823072983252,0,1,54,-1.5,0.5,2.2957377192452566,0.17,-23.614072983251987,-2.6999999999999984,-34.199999999999996,-4.308999999999999,-100.0,0.8788476391182012
4,-116.40580226514547,0,1,26,-1.5,0.5,0.7323969624749667,0.19,7.654197734854536,-1.3000000000000005,-18.6,-4.16,-100.0,0.8745488180163239
5,-110.03942100130831,0,1,29,-1.0,-0.5,0.3983188872214259,0.18,11.802578998691692,-1.4500000000000006,-17.3,-3.092,-100.0,0.8697802770085542
6,-205.30275287977025,0,1,84,-2.0,-1.5,2.390993095360808,0.17,-27.81175287977025,-4.199999999999993,-49.19999999999998,-24.090999999999998,-100.0,0.8561230106099534
7,-187.02143380451565,0,1,60,-2.0,-1.5,2.49203700316412,0.17,-29.829433804515652,-2.9999999999999973,-40.399999999999984,-13.791999999999998,-100.0,0.846507343870793
8,-116.07757379218846,0,1,14,-2.0,-1.5,1.088778883130103,0.17,-1.7705737921884568,-0.7000000000000001,-11.000000000000002,-2.607,-100.0,0.8442802427046265
9,-139.66265896561933,0,1,45,-2.0,-1.5,1.1873902650184742,0.19,-3.7466589656193383,-2.25,-27.69999999999999,-5.965999999999999,-100.0,0.8371637925818112
10,-135.9816234870753,0,1,36,-2.0,-1.5,1.0397604172747683,0.19,-0.7976234870753007,-1.800000000000001,-27.59999999999999,-5.784000000000001,-100.0,0.831516567680856
11,-105.10346306130745,0,1,22,-1.0,-0.5,0.3731783205489291,0.15,11.839536938692545,-1.1000000000000003,-11.0,-4.843,-100.0,0.8280854487801784
12,-138.09443046447618,0,1,41,-1.5,0.5,1.4197957356466488,0.16,-6.093430464476155,-2.0500000000000007,-24.89999999999999,-5.050999999999999,-100.0,0.8217312359774048
13,-136.76628575835863,0,1,41,-2.0,-1.5,0.8788557557470221,0.18,2.421714241641353,-2.0500000000000007,-31.299999999999983,-5.838000000000001,-100.0,0.8154289146737027
14,144.7846053107388,1,0,33,-1.0,-0.5,0.2471971626605404,0.32,14.933605310738804,-1.6500000000000008,-17.7,-0.799,150.0,0.8103937182627621
15,-117.80712038992857,0,1,32,-1.5,0.5,0.7196426254054279,0.19,7.906879610071426,-1.6000000000000008,-19.199999999999996,-4.914000000000001,-100.0,0.8055427381602094
16,-118.17145077932395,0,1,23,-2.0,-1.5,0.9325805858616826,0.18,1.352549220676058,-1.1500000000000004,-15.900000000000002,-2.474,-100.0,0.8020752229640067
17,-118.06121864430989,0,1,28,-1.5,0.5,0.8111850486617924,0.14,5.837781355690108,-1.4000000000000006,-16.400000000000002,-6.099,-100.0,0.7978753722729472
18,-110.55389029228547,0,1,26,-1.0,-0.5,0.43411422222776375,0.18,11.102109707714526,-1.3000000000000005,-16.200000000000003,-4.156000000000001,-100.0,0.7939965141087114
19,-120.88660741744873,0,1,43,-1.0,-0.5,0.2999761917538722,0.19,13.86639258255127,-2.1500000000000004,-25.9,-6.703,-100.0,0.7876255783771743
20,-123.95335843478438,0,1,37,-1.5,0.5,0.7857237434219233,0.19,6.588641565215626,-1.850000000000001,-22.099999999999998,-6.5920000000000005,-100.0,0.7821872955602803
21,-119.55231843570797,0,1,32,-1.5,0.5,0.7556984241037952,0.16,6.956681564292032,-1.6000000000000008,-19.2,-5.709,-100.0,0.7775162601258747
22,-141.8676276718372,0,1,46,-1.0,-0.5,1.4140963250191814,0.15,-8.924627671837204,-2.3,-24.599999999999994,-6.042999999999999,-100.0,0.7708538048195774
23,-135.63035767266462,0,1,28,-2.0,-1.5,1.5221754123784175,0.17,-10.439357672664595,-1.4000000000000006,-18.799999999999997,-4.991,-100.0,0.7668283054308425
24,-134.37314323770096,0,1,32,-1.5,0.5,1.3434268473169113,0.19,-4.727143237700955,-1.6000000000000008,-24.799999999999994,-3.2460000000000004,-100.0,0.7622552536511196
25,-132.96785316526808,0,1,48,-1.0,-0.5,0.422168396010555,0.19,11.160146834731913,-2.3999999999999995,-33.59999999999999,-8.128,-100.0,0.7554503191634264
26,-100.68336480988292,0,1,20,-1.0,-0.5,0.292378048540326,0.16,14.022635190117082,-1.0000000000000002,-11.6,-2.106,-100.0,0.7526341539720414
27,-123.17618181007916,0,1,34,-1.0,-0.5,0.6731783846762884,0.16,6.321818189920851,-1.7000000000000008,-23.399999999999995,-4.398,-100.0,0.7478724498674062
28,-256.1572245482007,0,1,116,-2.0,-1.5,3.7029652791506287,0.18,-54.05822454820067,-5.799999999999987,-70.79999999999998,-25.499000000000017,-100.0,0.7318681764408023
29,-103.83797224491094,0,1,21,-1.0,-0.5,0.3856612795814596,0.17,12.072027755089069,-1.0500000000000003,-11.7,-3.1599999999999993,-100.0,0.7290103357661922
30,-153.2389691419127,0,1,60,-1.5,0.5,1.2591230311032937,0.19,-2.879969141912686,-2.9999999999999973,-32.39999999999999,-14.959000000000001,-100.0,0.7209109055114561
31,-186.2089159995127,0,1,85,-1.5,0.5,1.9858702297378616,0.13,-17.414915999512708,-4.249999999999993,-46.899999999999984,-17.644000000000002,-100.0,0.7096018197062767
32,122.21012706868287,1,0,46,-1.0,-0.5,0.24402372335563377,0.27,14.53412706868286,-2.3,-32.59999999999999,-7.423999999999999,150.0,0.7035613119065127
33,-115.9635416810989,0,1,32,-1.0,-0.5,0.43657226553227546,0.19,11.1344583189011,-1.6000000000000008,-21.599999999999994,-3.8980000000000006,-100.0,0.6993918759370783
34,-129.2025479924288,0,1,24,-2.0,-1.5,1.5208341301908355,0.13,-10.415547992428799,-1.2000000000000004,-12.8,-4.787,-100.0,0.6962822639717497
35,-117.79174948787521,0,1,25,-1.5,0.5,0.9051403282374088,0.16,3.9842505121247935,-1.2500000000000004,-16.9,-3.6259999999999994,-100.0,0.6930589177327903
36,-115.42299186786401,0,1,37,-1.0,-0.5,0.35229540332250375,0.18,12.820008132135989,-1.850000000000001,-23.69999999999999,-2.693,-100.0,0.6883178453444784
37,-113.95481975799687,0,1,36,-1.0,-0.5,0.32893776642360584,0.17,13.200180242003121,-1.800000000000001,-22.799999999999997,-2.5549999999999997,-100.0,0.6837384624194454
38,-143.912288671209,0,1,33,-2.0,-1.5,1.5685699756446094,0.19,-11.370288671209003,-1.6500000000000008,-22.499999999999993,-8.392,-100.0,0.6795695610750145
39,-119.02576160623359,0,1,37,-1.5,0.5,0.6207861896999093,0.16,9.723238393766419,-1.850000000000001,-20.5,-6.399,-100.0,0.6749279414967371
40,-113.10919718679423,0,1,29,-1.5,0.5,0.6730930070568423,0.13,8.634802813205777,-1.4500000000000006,-16.5,-3.7940000000000005,-100.0,0.671313850431641
41,-156.0845704353398,0,1,77,-1.5,0.5,1.3246694798273153,0.19,-4.194570435339791,-3.8499999999999943,-38.1,-9.94,-100.0,0.6618189157826081
42,-168.53336248232114,0,1,66,-2.0,-1.5,1.8321330539555507,0.15,-16.62836248232115,-3.2999999999999963,-35.4,-13.205,-100.0,0.6537959740028007
43,-129.75510176297666,0,1,24,-1.5,0.5,1.5632183307647802,0.19,-9.19510176297666,-1.2000000000000004,-15.200000000000001,-4.160000000000001,-100.0,0.6509046979413826
44,-156.6752070612569,0,1,46,-2.0,-1.5,1.8659018959755436,0.17,-17.319207061256904,-2.3,-28.599999999999994,-8.456,-100.0,0.6454017271999646
45,-110.0072120744182,0,1,34,-1.0,-0.5,0.3420919636459556,0.16,13.034787925581801,-1.7000000000000008,-17.800000000000004,-3.542,-100.0,0.6413667299936834
46,128.6170965652895,1,0,40,-1.0,-0.5,0.2496248282284292,0.23,14.885096565289496,-2.000000000000001,-27.999999999999993,-6.268000000000001,150.0,0.6366546695265647
47,-128.52976705858293,0,1,25,-1.5,0.5,1.3891436917547577,0.17,-5.5177670585829475,-1.2500000000000004,-17.700000000000003,-4.061999999999999,-100.0,0.6337287171555909
48,-110.65481044102636,0,1,25,-1.0,-0.5,0.6412583668275923,0.19,7.050189558973649,-1.2500000000000004,-12.899999999999999,-3.5549999999999997,-100.0,0.6308173580329486
49,-124.839973091441,0,1,30,-2.0,-1.5,1.1482836775133414,0.19,-2.96397309144099,-1.5000000000000007,-18.2,-2.176,-100.0,0.6273428877190971
50,-175.60029490017183,0,1,71,-1.0,-0.5,1.4319854445665827,0.15,-8.855294900171822,-3.5499999999999954,-47.09999999999998,-16.095000000000002,-100.0,0.6192025518822444
51,-124.525861100051,0,1,38,-2.0,-1.5,0.747298597112353,0.19,5.055138899948986,-1.900000000000001,-20.600000000000005,-7.0809999999999995,-100.0,0.6148930094922653
52,-192.7609223234412,0,1,95,-2.0,-1.5,1.5875502423260006,0.19,-11.749922323441208,-4.749999999999991,-58.299999999999976,-17.961,-100.0,0.6042613627890403
53,-157.43310219891427,0,1,43,-1.5,0.5,2.3320422221202444,0.19,-24.341102198914264,-2.1500000000000004,-22.7,-8.242,-100.0,0.5995151530234832
54,-118.02237894545893,0,1,31,-1.0,-0.5,0.43389637565040223,0.19,11.199621054541076,-1.5500000000000007,-23.899999999999995,-3.7720000000000002,-100.0,0.5961186989622949
55,-112.19551827759503,0,1,28,-1.0,-0.5,0.5529940098401996,0.19,8.724481722404976,-1.4000000000000006,-16.400000000000002,-3.12,-100.0,0.5930689814271288
56,141.4451409788862,1,0,35,-1.0,-0.5,0.2270739291949006,0.24,15.336140978886197,-1.7500000000000009,-18.700000000000006,-3.4410000000000003,150.0,0.589280772755994
57,-133.17944989246476,0,1,27,-2.0,-1.5,1.4937130754314885,0.16,-9.872449892464775,-1.3500000000000005,-17.9,-4.057,-100.0,0.5863765051629796
58,145.3658603537015,1,0,29,-1.0,-0.5,0.24641862214886187,0.32,14.486860353701498,-1.4500000000000006,-16.5,-1.1710000000000003,150.0,0.5832745258688643
59,-125.85837197962383,0,1,20,-2.0,-1.5,1.4635728400227646,0.19,-9.270371979623828,-1.0000000000000002,-13.200000000000001,-2.388,-100.0,0.5811456882790179
60,-123.90799832802125,0,1,32,-2.0,-1.5,0.9399902931443784,0.13,1.202001671978743,-1.6000000000000008,-17.6,-5.91,-100.0,0.5777572105687012
61,-144.40344504770675,0,1,63,-1.5,0.5,0.9640744181197025,0.18,2.8055549522932566,-3.149999999999997,-37.49999999999999,-6.559,-100.0,0.571149187683623
62,-234.5174095627149,0,1,143,-1.5,0.5,2.5923946907250395,0.14,-29.545409562714905,-7.149999999999983,-71.90000000000003,-25.921999999999997,-100.0,0.5564554430254446
63,136.85042846267024,1,0,35,-1.0,-0.5,0.24777397359649783,0.3,14.910428462670213,-1.7500000000000009,-24.299999999999997,-2.0100000000000002,150.0,0.5529226341808469
64,-121.41722960414336,0,1,23,-2.0,-1.5,1.1419530219947804,0.18,-2.8402296041433517,-1.1500000000000004,-14.3,-3.1270000000000002,-100.0,0.5506145028357123
65,134.61522146340522,1,0,36,-2.0,-1.5,0.21809494666476367,0.35,15.639221463405235,-1.800000000000001,-25.199999999999992,-4.024,150.0,0.5470230232569571
66,-136.6892937972875,0,1,29,-1.5,0.5,1.9086253131085746,0.19,-16.061293797287483,-1.4500000000000006,-17.300000000000008,-1.8780000000000001,-100.0,0.5441486335102003
67,-129.79972249969816,0,1,25,-2.0,-1.5,1.4428775432063823,0.18,-8.858722499698167,-1.2500000000000004,-16.1,-3.591,-100.0,0.5416840569186606
68,-151.29312458178126,0,1,50,-2.0,-1.5,1.5994053217327189,0.16,-11.989124581781248,-2.499999999999999,-33.79999999999998,-3.0039999999999996,-100.0,0.5367917188094364
69,-134.44938889917373,0,1,37,-2.0,-1.5,1.5032668985662612,0.13,-10.063388899173734,-1.850000000000001,-19.7,-2.8360000000000003,-100.0,0.5332027556316249
70,-110.72226541752956,0,1,36,-1.0,-0.5,0.26894624889439384,0.19,14.001734582470442,-1.800000000000001,-18.799999999999997,-4.1240000000000006,-100.0,0.5297361904014546
71,131.40725415350883,1,0,46,-1.0,-0.5,0.246058517176974,0.27,14.691254153508849,-2.3,-29.39999999999999,-1.5839999999999999,150.0,0.5253428577674734
72,-153.55121569496924,0,1,44,-1.5,0.5,1.920497303302338,0.19,-16.10921569496924,-2.2,-29.999999999999986,-5.242000000000001,-100.0,0.521178192024331
73,-144.48229411277146,0,1,44,-1.5,0.5,1.33849833249677,0.18,-4.646294112771474,-2.2,-31.599999999999987,-6.036,-100.0,0.5170500145558491
74,-132.27489095922786,0,1,57,-1.0,-0.5,0.30482197642843534,0.19,13.781109040772135,-2.849999999999998,-34.49999999999999,-8.706,-100.0,0.5117558783019313
75,-126.58644385099508,0,1,47,-1.0,-0.5,0.3276003361282549,0.16,13.325556149004921,-2.3499999999999996,-30.29999999999999,-7.262,-100.0,0.5074357096493551
76,-128.80277446409298,0,1,22,-2.0,-1.5,1.4952889673423773,0.16,-9.900774464092986,-1.1000000000000003,-15.000000000000002,-2.8019999999999996,-100.0,0.5054274140173376
77,-120.2290158120423,0,1,36,-1.0,-0.5,0.49211765664413476,0.18,10.0219841879577,-1.800000000000001,-25.999999999999986,-2.451,-100.0,0.5021601130346784
78,-150.49299722334672,0,1,48,-1.5,0.5,1.35916684000262,0.18,-5.071997223346734,-2.3999999999999995,-35.19999999999999,-7.821000000000001,-100.0,0.4978401449735427
