episode,reward,success,collision,steps,goal_x,goal_y,dist,min_scan,r_progress,r_time,r_collision_avoid,r_yaw,r_terminal,epsilon
1,-42.346360888461895,0,1,13,-0.7,-0.5,0.5400534080697225,0.19,0.7332716597327026,-0.65,-65.56460631678543,2.23214026529065,-25.0,0.8983016988672331
2,-148.54608737845388,0,1,24,-0.7,-0.5,0.7312824806801806,0.14,0.5567423515000939,-1.2000000000000004,-172.97544122469546,1.5830892102704774,-25.0,0.894915269445845
3,-139.73718677087786,0,1,23,-0.7,-0.5,0.7409685749821924,0.14,0.5328186977623179,-1.1500000000000004,-164.00305012933455,0.4723761240814961,-25.0,0.8916826274353117
4,-104.98351876262203,0,1,21,-0.7,-0.5,0.46164817525551083,0.19,0.8263780658080062,-1.0500000000000003,-141.77958802206808,0.487564648533545,-25.0,0.8887418875361164
5,-430.60597756647144,0,1,43,-0.7,-0.5,2.1358161533295594,0.12,-0.8466699847436314,-2.1500000000000004,-325.04407571297475,-4.600493099288434,-25.0,0.8827523920033402
6,-666.6955556557601,0,1,55,-0.7,-0.5,1.272707628577333,0.15,0.015317247502330211,-2.7499999999999982,-599.5451703277132,-4.900886768519575,-25.0,0.8751537089157577
7,-57.89898289243369,0,1,21,-0.7,-0.5,0.8123798104152296,0.16,0.46403290266521013,-1.0500000000000003,-77.9662373520673,0.36430784249260384,-25.0,0.8722707191097644
8,-33.92448412197879,0,1,18,-0.7,-0.5,0.6931333250158077,0.13,0.5809751546037739,-0.9000000000000002,-63.672751710693845,-0.5187735918108161,-25.0,0.8698076034732264
9,-191.67823569568327,1,0,32,-0.7,-0.5,0.237410614911706,0.28,1.0517376510635288,-1.6000000000000008,-349.54843743641334,1.9509259856360033,50.0,0.8654469350402515
10,-107.53259702177884,0,1,17,-0.7,-0.5,0.8348081569681057,0.12,0.4392883330942824,-0.8500000000000002,-114.01590748022649,-2.2861469474046228,-25.0,0.8631397720819441
11,-124.67757711595871,0,1,14,-0.7,-0.5,0.5449167475002061,0.15,0.7298345230878167,-0.7000000000000001,-134.64072844757766,0.8655580651606509,-25.0,0.8612446577735997
12,-338.9884252113692,0,1,37,-0.7,-0.5,1.0380889654990846,0.19,0.24976980178384367,-1.850000000000001,-315.7027502718273,0.11396424976162445,-25.0,0.85625737564183
13,-102.32633661263196,0,1,17,-0.7,-0.5,0.5387820002739775,0.19,0.7293107628700893,-0.8500000000000002,-125.88946328412636,-1.1980571963475983,-25.0,0.8539762129174265
14,-81.62715523471971,0,1,18,-0.7,-0.5,0.7521236417708315,0.18,0.5254226134387854,-0.9000000000000002,-102.02757506046414,0.43578329930967774,-25.0,0.8515678985564513
15,-77.69012003865318,0,1,19,-0.7,-0.5,0.3401074856659362,0.19,0.9490406697581666,-0.9500000000000003,-124.64299741733245,1.8371756922321687,-25.0,0.8490336149445105
16,-95.34958322570225,0,1,25,-0.7,-0.5,1.6338965820124274,0.15,-0.3458704443705871,-1.2500000000000004,-76.673244660866,-4.536782679971365,-25.0,0.845711234647876
17,-133.17327867502667,0,1,22,-0.7,-0.5,0.37738550061721476,0.19,0.8966409609652772,-1.1000000000000003,-184.39077558141696,1.0942732790507426,-25.0,0.8427989692036302
18,-51.08063351224535,0,1,21,-0.7,-0.5,0.6057473809298053,0.17,0.6681279700499734,-1.0500000000000003,-98.9012777116104,2.1047072182974786,-25.0,0.8400290230448481
19,-66.66496862165673,0,1,12,-0.7,-0.5,0.5808225949293205,0.15,0.7072022996605839,-0.6,-77.89325263274714,-0.11419781586525901,-25.0,0.8384505440039589
20,-34.6730118019987,0,1,10,-0.7,-0.5,0.6851881048176341,0.17,0.5888369291889862,-0.49999999999999994,-44.554189977625896,1.147084945095146,-25.0,0.8371375542260334
21,-54.2158972556306,0,1,12,-0.7,-0.5,0.6058180392301858,0.12,0.6705723440095107,-0.6,-65.95054564004417,0.26783363167844576,-25.0,0.8355648523436976
22,-309.4086461001287,0,1,36,-0.7,-0.5,0.6451756300226521,0.14,0.6235948870403245,-1.800000000000001,-282.4605259532148,-3.4646074232518953,-25.0,0.8308655751590125
23,-140.5424193851738,0,1,17,-0.7,-0.5,0.47361717760853245,0.19,0.7997810953644662,-0.8500000000000002,-167.1767378418227,3.0732617030780607,-25.0,0.828656254045634
24,-149.07386991743937,0,1,23,-0.7,-0.5,0.9062362178383376,0.19,0.38291170627188453,-1.1500000000000004,-158.152844611938,0.5822934206152008,-25.0,0.8256771187292096
25,-477.38485498718177,0,1,41,-0.7,-0.5,0.8799410681184546,0.17,0.40908982849555675,-2.0500000000000007,-447.2031464927211,-2.4891083537419556,-25.0,0.8203947271439885
26,-270.5019739485456,0,1,30,-0.7,-0.5,0.6604713459091893,0.16,0.6076228911142363,-1.5000000000000007,-263.87100393467836,-3.2905998953522033,-25.0,0.81655236741251
