goal_x,goal_y,episodes,success_rate,collision_rate,reward_mean,reward_median,steps_mean,dist_mean
-0.7,-0.5,372,0.271505376344086,0.728494623655914,-102.8391733097749,-210.88245367798459,3.556451612903226,1.0320046193419952
0.0,0.5,32,0.0,1.0,-205.82483133281522,-203.09761415294423,3.15625,1.7599622550416396
1.0,-0.5,28,0.0,1.0,-205.20864664028318,-201.76123302807832,3.892857142857143,2.2657416697064723
1.7,0.5,5568,0.0,1.0,-190.73097643652375,-193.78870208251237,7.270294540229885,3.364475426438812
